date,city,cid,industry,platform,number,amount
2014/4/1,新竹縣,J,人力仲介及供應業,使用載具,2576,205612
2014/4/1,新竹縣,J,傳播及節目播送業,使用載具,49498,61488949
2014/4/1,新竹縣,J,批發業,使用載具,502,716649
2014/4/1,新竹縣,J,石油及煤製品製造業,使用載具,64,28029
2014/4/1,新竹縣,J,運輸輔助業,使用載具,1425,228737
2014/4/1,新竹縣,J,陸上運輸業,使用載具,1804,279465
2014/4/1,新竹縣,J,零售業,使用載具,603629,52292781
2014/4/1,新竹縣,J,電信業,使用載具,11204,15228653
2014/4/1,新竹縣,J,餐飲業,使用載具,168,21118
2014/3/1,新竹縣,J,人力仲介及供應業,無載具,38336,3583811
2014/3/1,新竹縣,J,傳播及節目播送業,無載具,2756,12025240
2014/3/1,新竹縣,J,批發業,無載具,74193,52645707
2014/3/1,新竹縣,J,石油及煤製品製造業,無載具,48438,22478898
2014/3/1,新竹縣,J,租賃業,無載具,184,497929
2014/3/1,新竹縣,J,運輸輔助業,無載具,862,273639
2014/3/1,新竹縣,J,陸上運輸業,無載具,3550,874723
2014/3/1,新竹縣,J,零售業,無載具,6921995,1345482162
2014/3/1,新竹縣,J,電信業,無載具,2918,6597398
2014/3/1,新竹縣,J,食品製造業,無載具,358,1581387
2014/3/1,新竹縣,J,餐飲業,無載具,59774,11302722
2014/3/1,新竹縣,J,人力仲介及供應業,使用載具,2371,220880
2014/3/1,新竹縣,J,傳播及節目播送業,使用載具,61259,79462429
2014/3/1,新竹縣,J,批發業,使用載具,482,1154164
2014/3/1,新竹縣,J,石油及煤製品製造業,使用載具,56,22686
2014/3/1,新竹縣,J,運輸輔助業,使用載具,1635,265214
2014/3/1,新竹縣,J,陸上運輸業,使用載具,1748,279318
2014/3/1,新竹縣,J,零售業,使用載具,575403,54226493
2014/3/1,新竹縣,J,電信業,使用載具,12984,17473688
2014/3/1,新竹縣,J,餐飲業,使用載具,191,23698
2014/2/1,新竹縣,J,人力仲介及供應業,無載具,31016,3278341
2014/2/1,新竹縣,J,傳播及節目播送業,無載具,17276,30948192
2014/2/1,新竹縣,J,批發業,無載具,60470,44890050
2014/2/1,新竹縣,J,石油及煤製品製造業,無載具,39830,20055601
2014/2/1,新竹縣,J,租賃業,無載具,150,595160
2014/2/1,新竹縣,J,運輸輔助業,無載具,772,188220
2014/2/1,新竹縣,J,陸上運輸業,無載具,2663,568162
2014/2/1,新竹縣,J,零售業,無載具,5889403,1188482511
2014/2/1,新竹縣,J,電信業,無載具,7436,12748747
2014/2/1,新竹縣,J,餐飲業,無載具,55125,10761813
2014/2/1,新竹縣,J,人力仲介及供應業,使用載具,1931,197127
2014/2/1,新竹縣,J,傳播及節目播送業,使用載具,30445,40607819
2014/2/1,新竹縣,J,批發業,使用載具,236,356248
2014/2/1,新竹縣,J,石油及煤製品製造業,使用載具,30,16606
2014/2/1,新竹縣,J,運輸輔助業,使用載具,1195,183789
2014/2/1,新竹縣,J,陸上運輸業,使用載具,1657,254700
2014/2/1,新竹縣,J,零售業,使用載具,483271,49355198
2014/2/1,新竹縣,J,電信業,使用載具,4836,6384675
2014/2/1,新竹縣,J,餐飲業,使用載具,100,13193
2014/1/1,新竹縣,J,人力仲介及供應業,無載具,35718,3480040
2014/1/1,新竹縣,J,傳播及節目播送業,無載具,20068,29669535
2014/1/1,新竹縣,J,批發業,無載具,63082,50628016
2014/1/1,新竹縣,J,石油及煤製品製造業,無載具,33234,16441194
2014/1/1,新竹縣,J,租賃業,無載具,170,599363
2014/1/1,新竹縣,J,運輸輔助業,無載具,1380,644019
2014/1/1,新竹縣,J,陸上運輸業,無載具,4956,1473004
2014/1/1,新竹縣,J,零售業,無載具,6693965,1355463665
2014/1/1,新竹縣,J,電信業,無載具,9496,17156236
2014/1/1,新竹縣,J,餐飲業,無載具,59479,10323432
2014/1/1,新竹縣,J,人力仲介及供應業,使用載具,2107,233496
2014/1/1,新竹縣,J,傳播及節目播送業,使用載具,33771,45230021
2014/1/1,新竹縣,J,批發業,使用載具,330,419031
2014/1/1,新竹縣,J,石油及煤製品製造業,使用載具,24,11610
2014/1/1,新竹縣,J,租賃業,使用載具,1,15750
2014/1/1,新竹縣,J,運輸輔助業,使用載具,2650,449810
2014/1/1,新竹縣,J,陸上運輸業,使用載具,3432,612337
2014/1/1,新竹縣,J,零售業,使用載具,537219,61144507
2014/1/1,新竹縣,J,電信業,使用載具,5665,7952217
2014/1/1,新竹縣,J,餐飲業,使用載具,185,22948
2013/12/1,新竹縣,J,人力仲介及供應業,無載具,35714,3501155
2013/12/1,新竹縣,J,傳播及節目播送業,無載具,32830,42707331
2013/12/1,新竹縣,J,批發業,無載具,60457,44087404
2013/12/1,新竹縣,J,石油及煤製品製造業,無載具,90,128677
2013/12/1,新竹縣,J,租賃業,無載具,194,622000
2013/12/1,新竹縣,J,運輸輔助業,無載具,1121,521845
2013/12/1,新竹縣,J,陸上運輸業,無載具,4231,1173143
2013/12/1,新竹縣,J,零售業,無載具,6420628,1216770343
2013/12/1,新竹縣,J,電信業,無載具,8856,15934729
2013/12/1,新竹縣,J,餐飲業,無載具,56766,8147173
2013/12/1,新竹縣,J,人力仲介及供應業,使用載具,2300,235063
2013/12/1,新竹縣,J,傳播及節目播送業,使用載具,8823,13434712
2013/12/1,新竹縣,J,批發業,使用載具,318,380903
2013/12/1,新竹縣,J,運輸輔助業,使用載具,1447,243929
2013/12/1,新竹縣,J,陸上運輸業,使用載具,1912,299259
2013/12/1,新竹縣,J,零售業,使用載具,545663,57848609
2013/12/1,新竹縣,J,電信業,使用載具,1314,1829462
2013/12/1,新竹縣,J,餐飲業,使用載具,215,28548
2013/11/1,新竹縣,J,人力仲介及供應業,無載具,37601,3397389
2013/11/1,新竹縣,J,傳播及節目播送業,無載具,30440,39929514
2013/11/1,新竹縣,J,批發業,無載具,60723,39398557
2013/11/1,新竹縣,J,石油及煤製品製造業,無載具,72,13974
2013/11/1,新竹縣,J,租賃業,無載具,170,402553
2013/11/1,新竹縣,J,運輸輔助業,無載具,1083,326155
2013/11/1,新竹縣,J,陸上運輸業,無載具,3597,732106
2013/11/1,新竹縣,J,零售業,無載具,6637443,1168359795
2013/11/1,新竹縣,J,電信業,無載具,7716,13830608
2013/11/1,新竹縣,J,餐飲業,無載具,55699,7830809
2013/11/1,新竹縣,J,人力仲介及供應業,使用載具,2361,240684
2013/11/1,新竹縣,J,批發業,使用載具,372,329001
2013/11/1,新竹縣,J,運輸輔助業,使用載具,2085,294043
2013/11/1,新竹縣,J,陸上運輸業,使用載具,1778,278524
2013/11/1,新竹縣,J,零售業,使用載具,566515,55571362
2013/11/1,新竹縣,J,餐飲業,使用載具,247,30076
2013/10/1,新竹縣,J,人力仲介及供應業,無載具,41181,3685511
2013/10/1,新竹縣,J,傳播及節目播送業,無載具,35279,47903296
2013/10/1,新竹縣,J,批發業,無載具,65499,42037469
2013/10/1,新竹縣,J,石油及煤製品製造業,無載具,84,24269
2013/10/1,新竹縣,J,租賃業,無載具,138,439904
2013/10/1,新竹縣,J,運輸輔助業,無載具,1015,312545
2013/10/1,新竹縣,J,陸上運輸業,無載具,2973,619654
2013/10/1,新竹縣,J,零售業,無載具,6989671,1141701612
2013/10/1,新竹縣,J,電信業,無載具,8355,13718272
2013/10/1,新竹縣,J,餐飲業,無載具,58520,8024538
2013/10/1,新竹縣,J,人力仲介及供應業,使用載具,2593,270244
2013/10/1,新竹縣,J,批發業,使用載具,454,589187
2013/10/1,新竹縣,J,運輸輔助業,使用載具,1765,258275
2013/10/1,新竹縣,J,陸上運輸業,使用載具,1661,251897
2013/10/1,新竹縣,J,零售業,使用載具,599841,60983316
2013/10/1,新竹縣,J,餐飲業,使用載具,340,42233
2013/9/1,新竹縣,J,人力仲介及供應業,無載具,42511,3841881
2013/9/1,新竹縣,J,傳播及節目播送業,無載具,34510,48004685
2013/9/1,新竹縣,J,批發業,無載具,66159,39677330
2013/9/1,新竹縣,J,石油及煤製品製造業,無載具,7951,3548686
2013/9/1,新竹縣,J,租賃業,無載具,134,316992
2013/9/1,新竹縣,J,運輸輔助業,無載具,885,315899
2013/9/1,新竹縣,J,陸上運輸業,無載具,2402,903444
2013/9/1,新竹縣,J,零售業,無載具,6912492,1138330712
2013/9/1,新竹縣,J,電信業,無載具,8170,12551006
2013/9/1,新竹縣,J,餐飲業,無載具,58319,8825181
2013/9/1,新竹縣,J,人力仲介及供應業,使用載具,2373,226670
2013/9/1,新竹縣,J,批發業,使用載具,483,693023
2013/9/1,新竹縣,J,運輸輔助業,使用載具,1361,215567
2013/9/1,新竹縣,J,陸上運輸業,使用載具,1965,327616
2013/9/1,新竹縣,J,零售業,使用載具,556506,61644186
2013/9/1,新竹縣,J,餐飲業,使用載具,385,54661
2013/8/1,新竹縣,J,人力仲介及供應業,無載具,42907,3970495
2013/8/1,新竹縣,J,傳播及節目播送業,無載具,29687,41005767
2013/8/1,新竹縣,J,批發業,無載具,67667,43379290
2013/8/1,新竹縣,J,石油及煤製品製造業,無載具,60757,27916672
2013/8/1,新竹縣,J,租賃業,無載具,158,449210
2013/8/1,新竹縣,J,運輸輔助業,無載具,945,425086
2013/8/1,新竹縣,J,陸上運輸業,無載具,2301,1004079
2013/8/1,新竹縣,J,零售業,無載具,7033975,1206322773
2013/8/1,新竹縣,J,電信業,無載具,7315,11655426
2013/8/1,新竹縣,J,餐飲業,無載具,63458,9590693
2013/8/1,新竹縣,J,人力仲介及供應業,使用載具,2405,275089
2013/8/1,新竹縣,J,批發業,使用載具,403,651190
2013/8/1,新竹縣,J,運輸輔助業,使用載具,1108,177127
2013/8/1,新竹縣,J,陸上運輸業,使用載具,1736,285537
2013/8/1,新竹縣,J,零售業,使用載具,600456,73571706
2013/8/1,新竹縣,J,餐飲業,使用載具,148,15627
2013/7/1,新竹縣,J,人力仲介及供應業,無載具,44333,3827720
2013/7/1,新竹縣,J,傳播及節目播送業,無載具,35737,50010375
2013/7/1,新竹縣,J,批發業,無載具,69621,40486609
2013/7/1,新竹縣,J,石油及煤製品製造業,無載具,61835,27011085
2013/7/1,新竹縣,J,租賃業,無載具,127,454539
2013/7/1,新竹縣,J,運輸輔助業,無載具,947,362596
2013/7/1,新竹縣,J,陸上運輸業,無載具,2312,695081
2013/7/1,新竹縣,J,零售業,無載具,7263586,1199593891
2013/7/1,新竹縣,J,電信業,無載具,8192,12839699
2013/7/1,新竹縣,J,餐飲業,無載具,64964,9795950
2013/7/1,新竹縣,J,人力仲介及供應業,使用載具,2621,278065
2013/7/1,新竹縣,J,批發業,使用載具,355,525923
2013/7/1,新竹縣,J,運輸輔助業,使用載具,2223,397272
2013/7/1,新竹縣,J,陸上運輸業,使用載具,1817,286570
2013/7/1,新竹縣,J,零售業,使用載具,648861,83251266
2013/7/1,新竹縣,J,餐飲業,使用載具,131,16437
2013/6/1,新竹縣,J,人力仲介及供應業,無載具,47564,3922108
2013/6/1,新竹縣,J,傳播及節目播送業,無載具,34331,48486296
2013/6/1,新竹縣,J,批發業,無載具,65966,38469826
2013/6/1,新竹縣,J,石油及煤製品製造業,無載具,62070,25829075
2013/6/1,新竹縣,J,租賃業,無載具,125,339090
2013/6/1,新竹縣,J,運輸輔助業,無載具,868,224540
2013/6/1,新竹縣,J,陸上運輸業,無載具,1982,490924
2013/6/1,新竹縣,J,零售業,無載具,7081429,1114832203
2013/6/1,新竹縣,J,電信業,無載具,7385,13064103
2013/6/1,新竹縣,J,餐飲業,無載具,63071,9763897
2013/6/1,新竹縣,J,人力仲介及供應業,使用載具,2237,183175
2013/6/1,新竹縣,J,批發業,使用載具,510,773207
2013/6/1,新竹縣,J,運輸輔助業,使用載具,1577,250724
2013/6/1,新竹縣,J,陸上運輸業,使用載具,2106,320700
2013/6/1,新竹縣,J,零售業,使用載具,599167,79717413
2013/6/1,新竹縣,J,餐飲業,使用載具,185,27633
2013/5/1,新竹縣,J,人力仲介及供應業,無載具,44963,3760819
2013/5/1,新竹縣,J,傳播及節目播送業,無載具,30748,42017272
2013/5/1,新竹縣,J,批發業,無載具,64777,39955028
2013/5/1,新竹縣,J,石油及煤製品製造業,無載具,59950,24832352
2013/5/1,新竹縣,J,租賃業,無載具,127,319705
2013/5/1,新竹縣,J,運輸輔助業,無載具,828,279673
2013/5/1,新竹縣,J,陸上運輸業,無載具,2085,651412
2013/5/1,新竹縣,J,零售業,無載具,6902117,1094123823
2013/5/1,新竹縣,J,電信業,無載具,7713,14090227
2013/5/1,新竹縣,J,餐飲業,無載具,60237,9081866
2013/5/1,新竹縣,J,人力仲介及供應業,使用載具,1925,159929
2013/5/1,新竹縣,J,批發業,使用載具,356,524825
2013/5/1,新竹縣,J,運輸輔助業,使用載具,1136,188356
2013/5/1,新竹縣,J,陸上運輸業,使用載具,1310,200835
2013/5/1,新竹縣,J,零售業,使用載具,602371,78882654
2013/5/1,新竹縣,J,餐飲業,使用載具,349,58281
2013/4/1,新竹縣,J,人力仲介及供應業,無載具,37675,3172406
2013/4/1,新竹縣,J,傳播及節目播送業,無載具,31346,42942511
2013/4/1,新竹縣,J,批發業,無載具,56926,36161572
2013/4/1,新竹縣,J,石油及煤製品製造業,無載具,55245,24132058
2013/4/1,新竹縣,J,租賃業,無載具,119,339652
2013/4/1,新竹縣,J,陸上運輸業,無載具,1884,496193
2013/4/1,新竹縣,J,零售業,無載具,6114738,966963962
2013/4/1,新竹縣,J,電信業,無載具,8259,14347976
2013/4/1,新竹縣,J,餐飲業,無載具,56275,8148928
2013/4/1,新竹縣,J,人力仲介及供應業,使用載具,1406,116566
2013/4/1,新竹縣,J,批發業,使用載具,43,16433
2013/4/1,新竹縣,J,陸上運輸業,使用載具,1200,182462
2013/4/1,新竹縣,J,零售業,使用載具,513957,41374396
2013/4/1,新竹縣,J,餐飲業,使用載具,658,45557
2013/3/1,新竹縣,J,人力仲介及供應業,無載具,40525,3489640
2013/3/1,新竹縣,J,傳播及節目播送業,無載具,38694,55078976
2013/3/1,新竹縣,J,批發業,無載具,57475,39883684
2013/3/1,新竹縣,J,石油及煤製品製造業,無載具,60930,26418183
2013/3/1,新竹縣,J,租賃業,無載具,103,295723
2013/3/1,新竹縣,J,陸上運輸業,無載具,1983,484621
2013/3/1,新竹縣,J,零售業,無載具,6537930,1002857264
2013/3/1,新竹縣,J,電信業,無載具,8833,15615533
2013/3/1,新竹縣,J,餐飲業,無載具,65398,9352310
2013/3/1,新竹縣,J,人力仲介及供應業,使用載具,1421,112113
2013/3/1,新竹縣,J,批發業,使用載具,38,16351
2013/3/1,新竹縣,J,陸上運輸業,使用載具,1166,185807
2013/3/1,新竹縣,J,零售業,使用載具,530768,40383435
2013/3/1,新竹縣,J,餐飲業,使用載具,1001,54673
2013/2/1,新竹縣,J,人力仲介及供應業,無載具,32731,3085160
2013/2/1,新竹縣,J,傳播及節目播送業,無載具,25116,33990170
2013/2/1,新竹縣,J,批發業,無載具,50024,23513524
2013/2/1,新竹縣,J,石油及煤製品製造業,無載具,49894,24041777
2013/2/1,新竹縣,J,陸上運輸業,無載具,2139,563963
2013/2/1,新竹縣,J,零售業,無載具,5384806,817762528
2013/2/1,新竹縣,J,電信業,無載具,6708,13247066
2013/2/1,新竹縣,J,餐飲業,無載具,57634,9374691
2013/2/1,新竹縣,J,人力仲介及供應業,使用載具,957,84466
2013/2/1,新竹縣,J,批發業,使用載具,19,35544
2013/2/1,新竹縣,J,陸上運輸業,使用載具,1934,321880
2013/2/1,新竹縣,J,零售業,使用載具,427387,37685760
2013/2/1,新竹縣,J,餐飲業,使用載具,885,60428
2013/1/1,新竹縣,J,人力仲介及供應業,無載具,38633,3199683
2013/1/1,新竹縣,J,傳播及節目播送業,無載具,34454,48868241
2013/1/1,新竹縣,J,批發業,無載具,54621,19337024
2013/1/1,新竹縣,J,石油及煤製品製造業,無載具,57278,25771022
2013/1/1,新竹縣,J,陸上運輸業,無載具,2739,1052983
2013/1/1,新竹縣,J,零售業,無載具,5772801,828232046
2013/1/1,新竹縣,J,電信業,無載具,6487,9263735
2013/1/1,新竹縣,J,餐飲業,無載具,58738,8649798
2013/1/1,新竹縣,J,人力仲介及供應業,使用載具,974,91905
2013/1/1,新竹縣,J,批發業,使用載具,31,69057
2013/1/1,新竹縣,J,陸上運輸業,使用載具,2089,349697
2013/1/1,新竹縣,J,零售業,使用載具,493746,40557334
2013/1/1,新竹縣,J,餐飲業,使用載具,1082,50698
2016/8/1,苗栗縣,K,住宿服務業,無載具,19,1900
2016/8/1,苗栗縣,K,個人及家庭用品維修業,無載具,5880,4884508
2016/8/1,苗栗縣,K,傳播及節目播送業,無載具,2259,15545440
2016/8/1,苗栗縣,K,創作及藝術表演業,無載具,21622,14584576
2016/8/1,苗栗縣,K,化學製品製造業,無載具,2025,424522
2016/8/1,苗栗縣,K,影片服務、聲音錄製及音樂出版業,無載具,12021,2562099
2016/8/1,苗栗縣,K,批發業,無載具,206150,127826382
2016/8/1,苗栗縣,K,租賃業,無載具,64,131192
2016/8/1,苗栗縣,K,運動、娛樂及休閒服務業,無載具,6711,27578422
2016/8/1,苗栗縣,K,運輸輔助業,無載具,27117,1187231
2016/8/1,苗栗縣,K,陸上運輸業,無載具,2912,1013126
2016/8/1,苗栗縣,K,零售業,無載具,7721948,1941114090
2016/8/1,苗栗縣,K,電信業,無載具,14636,48487266
2016/8/1,苗栗縣,K,電力及燃氣供應業,無載具,232,201960
2016/8/1,苗栗縣,K,食品製造業,無載具,1922,4331274
2016/8/1,苗栗縣,K,飲料製造業,無載具,6422,4040443
2016/8/1,苗栗縣,K,餐飲業,無載具,749459,99684952
2016/8/1,苗栗縣,K,個人及家庭用品維修業,使用載具,61,42320
2016/8/1,苗栗縣,K,傳播及節目播送業,使用載具,47687,57634067
2016/8/1,苗栗縣,K,創作及藝術表演業,使用載具,50,59224
2016/8/1,苗栗縣,K,影片服務、聲音錄製及音樂出版業,使用載具,122,11675
2016/8/1,苗栗縣,K,批發業,使用載具,5160,4428172
2016/8/1,苗栗縣,K,用水供應業,使用載具,73489,73059340
2016/8/1,苗栗縣,K,藥品及醫用化學製品製造業,使用載具,1619,2723132
2016/8/1,苗栗縣,K,運動、娛樂及休閒服務業,使用載具,141,12561
2016/8/1,苗栗縣,K,陸上運輸業,使用載具,13755,2104192
2016/8/1,苗栗縣,K,零售業,使用載具,536178,118786486
2016/8/1,苗栗縣,K,電信業,使用載具,534725,343464941
2016/8/1,苗栗縣,K,電力及燃氣供應業,使用載具,224315,1991333612
2016/8/1,苗栗縣,K,飲料製造業,使用載具,12,3532
2016/8/1,苗栗縣,K,餐飲業,使用載具,5529,700522
2016/7/1,苗栗縣,K,住宿服務業,無載具,11,9199
2016/7/1,苗栗縣,K,個人及家庭用品維修業,無載具,6002,4748600
2016/7/1,苗栗縣,K,傳播及節目播送業,無載具,2430,16610887
2016/7/1,苗栗縣,K,創作及藝術表演業,無載具,13152,10303259
2016/7/1,苗栗縣,K,化學製品製造業,無載具,2145,576675
2016/7/1,苗栗縣,K,影片服務、聲音錄製及音樂出版業,無載具,15548,3015739
2016/7/1,苗栗縣,K,批發業,無載具,214324,124667499
2016/7/1,苗栗縣,K,租賃業,無載具,73,205839
2016/7/1,苗栗縣,K,運動、娛樂及休閒服務業,無載具,8557,28792577
2016/7/1,苗栗縣,K,運輸輔助業,無載具,20679,794550
2016/7/1,苗栗縣,K,陸上運輸業,無載具,2687,722298
2016/7/1,苗栗縣,K,零售業,無載具,7904210,1913904211
2016/7/1,苗栗縣,K,電信業,無載具,11788,37997344
2016/7/1,苗栗縣,K,電力及燃氣供應業,無載具,252,298549
2016/7/1,苗栗縣,K,食品製造業,無載具,1835,4430440
2016/7/1,苗栗縣,K,飲料製造業,無載具,8443,4300928
2016/7/1,苗栗縣,K,餐飲業,無載具,704180,91948997
2016/7/1,苗栗縣,K,個人及家庭用品維修業,使用載具,58,38158
2016/7/1,苗栗縣,K,傳播及節目播送業,使用載具,49744,61895723
2016/7/1,苗栗縣,K,創作及藝術表演業,使用載具,14,8271
2016/7/1,苗栗縣,K,影片服務、聲音錄製及音樂出版業,使用載具,122,10705
2016/7/1,苗栗縣,K,批發業,使用載具,5046,5477157
2016/7/1,苗栗縣,K,用水供應業,使用載具,82151,71603848
2016/7/1,苗栗縣,K,藥品及醫用化學製品製造業,使用載具,1236,2023015
2016/7/1,苗栗縣,K,運動、娛樂及休閒服務業,使用載具,141,73029
2016/7/1,苗栗縣,K,陸上運輸業,使用載具,10385,1651859
2016/7/1,苗栗縣,K,零售業,使用載具,578997,133027960
2016/7/1,苗栗縣,K,電信業,使用載具,422666,286503336
2016/7/1,苗栗縣,K,電力及燃氣供應業,使用載具,208723,1799092517
2016/7/1,苗栗縣,K,飲料製造業,使用載具,7,5376
2016/7/1,苗栗縣,K,餐飲業,使用載具,4772,630674
2016/6/1,苗栗縣,K,住宿服務業,無載具,30,415944
2016/6/1,苗栗縣,K,個人及家庭用品維修業,無載具,5553,4633237
2016/6/1,苗栗縣,K,傳播及節目播送業,無載具,2405,15397721
2016/6/1,苗栗縣,K,創作及藝術表演業,無載具,6707,6212960
2016/6/1,苗栗縣,K,化學製品製造業,無載具,1700,604890
2016/6/1,苗栗縣,K,影片服務、聲音錄製及音樂出版業,無載具,15007,2575209
2016/6/1,苗栗縣,K,批發業,無載具,123121,57935591
2016/6/1,苗栗縣,K,租賃業,無載具,50,116784
2016/6/1,苗栗縣,K,運動、娛樂及休閒服務業,無載具,6480,20271874
2016/6/1,苗栗縣,K,運輸輔助業,無載具,19614,820872
2016/6/1,苗栗縣,K,陸上運輸業,無載具,2689,673648
2016/6/1,苗栗縣,K,零售業,無載具,7535846,1853119992
2016/6/1,苗栗縣,K,電信業,無載具,12022,53688315
2016/6/1,苗栗縣,K,電力及燃氣供應業,無載具,232,146197
2016/6/1,苗栗縣,K,飲料製造業,無載具,6819,2978033
2016/6/1,苗栗縣,K,餐飲業,無載具,589418,80090433
2016/6/1,苗栗縣,K,個人及家庭用品維修業,使用載具,58,32669
2016/6/1,苗栗縣,K,傳播及節目播送業,使用載具,49249,59456995
2016/6/1,苗栗縣,K,創作及藝術表演業,使用載具,8,7024
2016/6/1,苗栗縣,K,影片服務、聲音錄製及音樂出版業,使用載具,132,8373
2016/6/1,苗栗縣,K,批發業,使用載具,4935,6480076
2016/6/1,苗栗縣,K,用水供應業,使用載具,72561,60984305
2016/6/1,苗栗縣,K,藥品及醫用化學製品製造業,使用載具,880,1393167
2016/6/1,苗栗縣,K,運動、娛樂及休閒服務業,使用載具,111,17888
2016/6/1,苗栗縣,K,陸上運輸業,使用載具,5293,905758
2016/6/1,苗栗縣,K,零售業,使用載具,528387,110752589
2016/6/1,苗栗縣,K,電信業,使用載具,367025,253063114
2016/6/1,苗栗縣,K,電力及燃氣供應業,使用載具,220442,1577204795
2016/6/1,苗栗縣,K,飲料製造業,使用載具,10,3449
2016/6/1,苗栗縣,K,餐飲業,使用載具,3831,488774
2016/5/1,苗栗縣,K,不動產經營及相關服務業,無載具,2,605
2016/5/1,苗栗縣,K,住宿服務業,無載具,208,4056003
2016/5/1,苗栗縣,K,個人及家庭用品維修業,無載具,5521,4500564
2016/5/1,苗栗縣,K,傳播及節目播送業,無載具,2227,14762869
2016/5/1,苗栗縣,K,創作及藝術表演業,無載具,4993,4216871
2016/5/1,苗栗縣,K,化學製品製造業,無載具,1757,750169
2016/5/1,苗栗縣,K,影片服務、聲音錄製及音樂出版業,無載具,9595,1758404
2016/5/1,苗栗縣,K,批發業,無載具,124511,57671362
2016/5/1,苗栗縣,K,租賃業,無載具,69,117123
2016/5/1,苗栗縣,K,運動、娛樂及休閒服務業,無載具,11099,33618084
2016/5/1,苗栗縣,K,運輸輔助業,無載具,20310,919034
2016/5/1,苗栗縣,K,陸上運輸業,無載具,2281,629553
2016/5/1,苗栗縣,K,零售業,無載具,7561263,1886009336
2016/5/1,苗栗縣,K,電信業,無載具,12511,47782120
2016/5/1,苗栗縣,K,電力及燃氣供應業,無載具,195,158973
2016/5/1,苗栗縣,K,飲料製造業,無載具,7681,4398147
2016/5/1,苗栗縣,K,餐飲業,無載具,455862,66896713
2016/5/1,苗栗縣,K,個人及家庭用品維修業,使用載具,64,37997
2016/5/1,苗栗縣,K,傳播及節目播送業,使用載具,47813,57846354
2016/5/1,苗栗縣,K,創作及藝術表演業,使用載具,3,2697
2016/5/1,苗栗縣,K,影片服務、聲音錄製及音樂出版業,使用載具,62,3885
2016/5/1,苗栗縣,K,批發業,使用載具,7035,10915064
2016/5/1,苗栗縣,K,用水供應業,使用載具,82152,62406935
2016/5/1,苗栗縣,K,租賃業,使用載具,1,3000
2016/5/1,苗栗縣,K,運動、娛樂及休閒服務業,使用載具,123,21949
2016/5/1,苗栗縣,K,陸上運輸業,使用載具,3163,519404
2016/5/1,苗栗縣,K,零售業,使用載具,558234,135680193
2016/5/1,苗栗縣,K,電信業,使用載具,515050,333599714
2016/5/1,苗栗縣,K,電力及燃氣供應業,使用載具,211523,1515534744
2016/5/1,苗栗縣,K,飲料製造業,使用載具,10,4658
2016/5/1,苗栗縣,K,餐飲業,使用載具,3976,570376
2016/4/1,苗栗縣,K,不動產經營及相關服務業,無載具,4,235
2016/4/1,苗栗縣,K,個人及家庭用品維修業,無載具,5400,4002193
2016/4/1,苗栗縣,K,傳播及節目播送業,無載具,2447,15596141
2016/4/1,苗栗縣,K,創作及藝術表演業,無載具,6263,6274861
2016/4/1,苗栗縣,K,化學製品製造業,無載具,1745,843735
2016/4/1,苗栗縣,K,影片服務、聲音錄製及音樂出版業,無載具,10442,2000372
2016/4/1,苗栗縣,K,批發業,無載具,115647,57254815
2016/4/1,苗栗縣,K,租賃業,無載具,60,132876
2016/4/1,苗栗縣,K,運動、娛樂及休閒服務業,無載具,10862,28211802
2016/4/1,苗栗縣,K,運輸輔助業,無載具,18531,606706
2016/4/1,苗栗縣,K,陸上運輸業,無載具,2295,833257
2016/4/1,苗栗縣,K,零售業,無載具,6999762,1647696610
2016/4/1,苗栗縣,K,電信業,無載具,11960,43808080
2016/4/1,苗栗縣,K,電力及燃氣供應業,無載具,235,179376
2016/4/1,苗栗縣,K,飲料製造業,無載具,6109,3213173
2016/4/1,苗栗縣,K,餐飲業,無載具,352992,56017021
2016/4/1,苗栗縣,K,個人及家庭用品維修業,使用載具,58,32801
2016/4/1,苗栗縣,K,傳播及節目播送業,使用載具,48727,60457508
2016/4/1,苗栗縣,K,創作及藝術表演業,使用載具,3,2468
2016/4/1,苗栗縣,K,影片服務、聲音錄製及音樂出版業,使用載具,84,3819
2016/4/1,苗栗縣,K,批發業,使用載具,4344,6545133
2016/4/1,苗栗縣,K,用水供應業,使用載具,72193,57378802
2016/4/1,苗栗縣,K,租賃業,使用載具,1,2000
2016/4/1,苗栗縣,K,運動、娛樂及休閒服務業,使用載具,148,39975
2016/4/1,苗栗縣,K,陸上運輸業,使用載具,3814,696573
2016/4/1,苗栗縣,K,零售業,使用載具,482705,103109573
2016/4/1,苗栗縣,K,電信業,使用載具,416452,278175842
2016/4/1,苗栗縣,K,電力及燃氣供應業,使用載具,209168,1608116817
2016/4/1,苗栗縣,K,飲料製造業,使用載具,10,3931
2016/4/1,苗栗縣,K,餐飲業,使用載具,3186,420413
2016/3/1,苗栗縣,K,不動產經營及相關服務業,無載具,3,150
2016/3/1,苗栗縣,K,住宿服務業,無載具,51,695914
2016/3/1,苗栗縣,K,個人及家庭用品維修業,無載具,5536,4215967
2016/3/1,苗栗縣,K,傳播及節目播送業,無載具,2623,27590601
2016/3/1,苗栗縣,K,創作及藝術表演業,無載具,3549,3346908
2016/3/1,苗栗縣,K,化學製品製造業,無載具,2011,870781
2016/3/1,苗栗縣,K,影片服務、聲音錄製及音樂出版業,無載具,9088,1687676
